URL,Start Timecode,End Timecode
https://www.youtube.com/watch?v=QXGTNROtJkY,00:04:18.684,00:04:29.539
https://www.youtube.com/watch?v=QXGTNROtJkY,00:04:41.730,00:04:49.746
https://www.youtube.com/watch?v=QXGTNROtJkY,00:05:16.967,00:05:32.999
https://www.youtube.com/watch?v=QXGTNROtJkY,00:06:26.940,00:06:33.620
https://www.youtube.com/watch?v=QXGTNROtJkY,00:07:27.394,00:07:33.907
https://www.youtube.com/watch?v=QXGTNROtJkY,00:08:14.989,00:08:35.531
https://www.youtube.com/watch?v=QXGTNROtJkY,00:09:04.088,00:09:16.780
https://www.youtube.com/watch?v=shgYbdOVgpY,00:00:58.399,00:01:20.599
https://www.youtube.com/watch?v=shgYbdOVgpY,00:03:05.199,00:03:14.400
https://www.youtube.com/watch?v=shgYbdOVgpY,00:03:38.599,00:03:48.599
https://www.youtube.com/watch?v=shgYbdOVgpY,00:04:07.800,00:04:23.399
https://www.youtube.com/watch?v=shgYbdOVgpY,00:04:57.399,00:05:06.399
https://www.youtube.com/watch?v=shgYbdOVgpY,00:05:28.199,00:05:41.399
https://www.youtube.com/watch?v=shgYbdOVgpY,00:05:55.399,00:06:15.000
https://www.youtube.com/watch?v=shgYbdOVgpY,00:07:31.000,00:07:42.000
https://www.youtube.com/watch?v=Jc97OeIpaEY,00:00:50.258,00:01:05.064
https://www.youtube.com/watch?v=Jc97OeIpaEY,00:01:21.956,00:01:38.014
https://www.youtube.com/watch?v=Jc97OeIpaEY,00:01:49.275,00:02:04.082
https://www.youtube.com/watch?v=Jc97OeIpaEY,00:02:29.107,00:02:43.496
https://www.youtube.com/watch?v=Jc97OeIpaEY,00:02:56.843,00:03:10.189
https://www.youtube.com/watch?v=Jc97OeIpaEY,00:03:18.114,00:03:35.423
https://www.youtube.com/watch?v=Jc97OeIpaEY,00:03:44.807,00:04:01.074
https://www.youtube.com/watch?v=Jc97OeIpaEY,00:04:05.453,00:04:26.307
https://www.youtube.com/watch?v=Jc97OeIpaEY,00:04:46.119,00:04:58.214
https://www.youtube.com/watch?v=Jc97OeIpaEY,00:05:16.983,00:05:26.784
